identifier,path,gcp_file_id,folder_name,author_subject,type,Years,gcp_folder_id,file_name,ocr_writen_on,ocr_writen_by,ocr_main_content,ocr_additional_content,ocr_writen_on_coords,ocr_writen_by_coords,ocr_main_content_coords,ocr_additional_content_coords,paragraphs_detection_successes,ocr_all_text_preprocess,ocr_all_text_no_preprocess,ocr_main_content_all_text_preprocess,ocr_main_content_all_text_no_preprocess,years,gcp_image_link,gcp_folder_link,is_handwritten
IDGNAZIM0002086,"\CD00085 גורי, חיים - גורי, חיים\0198.tif",1oOCZPcGUEm9srX-mSM0dpMzDbtRb-QXv,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0198.tif,"דבר,י""ג הסלו השמה.,",,"דבר,י""ג הסלו השמה.,",,"359,584 1219,584 359,820 1219,820",,"359,584 1219,584 359,820 1219,820",,TRUE,,"הורי,חטילם. ""ל האגניה ברמק:"" חתום: ח - גל דבר, י""ג כסלו תשמ""א,1.11.90כעֶמ7 2 ",,"יה ברמק:"" חתום: ח - גל דבר, י""ג כסלו תשמ""א,1.11.90כעֶמ7 2 ",,https://drive.google.com/file/d/1oOCZPcGUEm9srX-mSM0dpMzDbtRb-QXv,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0002087,"\CD00085 גורי, חיים - גורי, חיים\0196.tif",1_KTueCAFOcNGhltpuC2751byKAV-xhiS,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0196.tif,"בורי,רייס",,רנכודהודוחתד,"בורי,רייס

","947,22 1201,22 947,88 1201,88",,"517,253 701,253 517,341 701,341","947,22 1201,22 947,88 1201,88",TRUE,"בורי,רייס ","גורי.חיים 1 אני רואה את חשטלום כנקודת ארכימדם"" שיחה עם פרס דבר. ז חטון תשטמח30.10.1987 עמ 18.16 ",," את חשטלום כנקודת ארכימדם"" שיחה עם פרס דבר. ז חטון תשטמח30.10.1987 עמ 18.16 ",,https://drive.google.com/file/d/1_KTueCAFOcNGhltpuC2751byKAV-xhiS,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0002088,"\CD00085 גורי, חיים - גורי, חיים\0188.tif",1Lt2OXPTM3QnWJz-U7tuarOQUviHIH1KC,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0188.tif,.,-,.-נ:.1,,"246,0 1273,0 246,771 1273,771","246,0 1273,0 246,771 1273,771","246,0 1273,0 246,771 1273,771",,TRUE,%. נ:. ,"גורי.חיוב אנחנו הפק . גם טל טלתרמן,ס,יזהר. דבר.משט,יג המוז מטסמד.) ", נ:. ,"רי.חיוב אנחנו הפק . גם טל טלתרמן,ס,יזהר. דבר.משט,יג המוז מטסמד.) ",,https://drive.google.com/file/d/1Lt2OXPTM3QnWJz-U7tuarOQUviHIH1KC,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1
IDGNAZIM0002089,"\CD00085 גורי, חיים - גורי, חיים\0193.tif",1MQAfhoPkwSSsjq6uITMJ3sOYzjlp3GQ2,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0193.tif,"גורי,הייס","אני הולן בעיר,קכאביה,כמו מכניסטסי-אורחים,-","גורי,הייסאני הולן בעיר,קכאביה,כמו מכניסטסי-אורחים,-טליר מהוך האנהולוגיה ""צפור האבןעל המלמר,פפרוה,ט סיון הכמג,13.5.1695 עמ 6",,"80,0 1258,0 80,794 1258,794","80,0 1258,0 80,794 1258,794","80,0 1258,0 80,794 1258,794",,TRUE,"גורי,ריים אני הולן בעיר,קכאביה,כמו מכניסטסי-אורחים,- טליר מהוך האנהולוגיה ""צפור האבן על המלפר,פפרוה,ט סיון תכמג,13.5,1697 עמ 6 ","גורי,היים אני הולך בעיר, טכאביה,כמו מבניסי-אורחים,- שיר מתוך האנתולוגיה ""צפור האבן"" על המטשמר,ספרות,א סיון תשמג,15.5.1985 עמ 6 ","- טליר מהוך האנהולוגיה ""צפור האבן על המלפר,פפרוה,ט סיון תכמג,13.5,1697 עמ 6 "," שיר מתוך האנתולוגיה ""צפור האבן"" על המטשמר,ספרות,א סיון תשמג,15.5.1985 עמ 6 ",,https://drive.google.com/file/d/1MQAfhoPkwSSsjq6uITMJ3sOYzjlp3GQ2,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0002090,"\CD00085 גורי, חיים - גורי, חיים\0207.tif",1yQemeoRj_6I6zQmWmiZL-FVPe5M3kETI,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0207.tif,גורי חיים,| --------,"אנתולוגיוה קסנותכזכיר אה: כשרניחיבסקי,וזל,ש.סלום,אצ'ג,י.פרני,א.פןי.רסוש,ל.גולדברג,ו.אליעז,א.ישורון!פרלסוסר),ב.גלאי,תל,הלל,י,עפיתי,א.גלבע,ש.גרו-זנסקי,נ זך,ד.רכיסוביץ,ד.פגיסמפ.דור,א.סיון (","דבר, דבר העבוע,גל*44, ה' חשון תשל""ז,(0.76ן,52,)29"" 5/4
","904,79 1161,79 904,143 1161,143","904,79 1161,79 904,143 1161,143","0,212 1094,212 0,506 1094,506","63,623 1192,623 63,691 1192,691",TRUE,"גורי חיים אנתולוגיוה קסנות כזכיר אה: כשרניתחובסקי,וזל,ש. שלום,אצ'ג,י.פרני,א.פן י.רסוש,ל.גולדברג,ו.אליעז,א.ישורון!פרלפוסר),ב.גלאי,ץ הלל,י,עפיתי,א. פ,דור,א.סיון ( +ל. גלבע,ש.גרורזנסקי,נ. זך,ד.ר:יסוביץ, ר.פגיס (מתוך ""העירר והזמי"") דבר, דבר העבוע,גל*44, ה' חשון תשל""ז,(0.76ן,52,)29"" 5/4 ","7 - 05 . אנתולוגיות קטנות מזכיר את: טשרניחובסקי,וחל,ש,שלום,אצ""ג,י.חרני,א,פן י.רטוש,ל,גולדברג,ר.אליעז,א.,ישורון(פרלמוטר),ב.גלאי,ע, הלל,י,עמיתי,א.גלבע,ש.גרודזנסקי,נ.זך,ד.רביקוביץ,ד,פגיכ מ,דור,א.סיון ( (מתוך ""השירה והזמץ"") דבר, דבר השבוע,גל*44, ה"" חשון תשל""ז,(29.10.76),עמ"" 5/4 ","א.פן י.רסוש,ל.גולדברג,ו.אליעז,א.ישורון!פרלפוסר),ב.גלאי,ץ הלל,י,עפיתי,א. פ,דור,א.סיון ( +ל. גלבע,ש.גרורזנסקי,נ. זך,ד.ר:יסוביץ, ר.פגיס (מתוך ""העירר והזמי"") דבר, דבר העבוע,גל*44, ה' חשון תשל""ז,(0.76ן,52,)29"" 5/4 ","ן י.רטוש,ל,גולדברג,ר.אליעז,א.,ישורון(פרלמוטר),ב.גלאי,ע, הלל,י,עמיתי,א.גלבע,ש.גרודזנסקי,נ.זך,ד.רביקוביץ,ד,פגיכ מ,דור,א.סיון ( (מתוך ""השירה והזמץ"") דבר, דבר השבוע,גל*44, ה"" חשון תשל""ז,(29.10.76),עמ"" 5/4 ",,https://drive.google.com/file/d/1yQemeoRj_6I6zQmWmiZL-FVPe5M3kETI,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0002091,"\CD00085 גורי, חיים - גורי, חיים\0191.tif",1xpC-mA6BZW7ocDhA44sdxB-Flg_-7zI9,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0191.tif,ו,,"6 [כ,! , כנייס]","2 2 ]וכ 6 פוהן]
","843,277 1027,277 843,413 1027,413",,"464,19 1216,19 464,153 1216,153","613,442 1173,442 613,668 1173,668",TRUE,"6 [כ,! , כנייס] א( 915 את 99 09 5 פופ \ ח | לוו רו 3 5. ",6 [כ; | כ א 915 5 99). 2 5 וכ מו ג |פן 0 ,,,,https://drive.google.com/file/d/1xpC-mA6BZW7ocDhA44sdxB-Flg_-7zI9,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1
IDGNAZIM0002092,"\CD00085 גורי, חיים - גורי, חיים\0183.tif",1IOfrY4bMwIqfijYM0rtKtZP8PzmCA3YC,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0183.tif,,,"גורי, ח""ם(אגא, סלחודנא גם לי בדם נעליכם המגדלות][הנה יבואו עליך רחמים עהים בנטות היום][אולי פלת היא באה אלי שעת החםר הקרועה]ו","מכחר ספרותגנו בשנת תשל*ד, תשל""ה, עמ'283/5381
",,,"59,42 1258,42 59,490 1258,490","0,557 1262,557 0,651 1262,651",FALSE,"גורי, ח""ם (אגא, סלחודנא גם לי בדם נעליכם המגדלות] [הנה יבואו עליך רחמים עהים בנטות היום] [אולי פלת היא באה אלי שעת החםר הקרועה] [שירים] מכחר ספרותגנו בשנת תשל*ד, תשל""ה, עמ'283/5381 ","| ג א, פלחך. דנא גם לי בדם נעליכם המגדלות] | > [הנה יבואו עליך רחמים פחים בנטות חיום] [אולי פּקת היא באה אלי שעת החסד הקרועה] ירי | מבחר מפרותנו בשנת תשל""ד, תשל""ה, 9ע9מ'8885/581 ",,,,https://drive.google.com/file/d/1IOfrY4bMwIqfijYM0rtKtZP8PzmCA3YC,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0002093,"\CD00085 גורי, חיים - גורי, חיים\0172.tif",1aWzis74thIxfq1SxhsjELjOGi3rlZrKw,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0172.tif,"גורי,חיים",.= מש,-1 !ו ן | ר.\ב:1וכ,"גורי,חיים
.= מש
","932,141 1159,141 932,197 1159,197","932,141 1159,141 932,197 1159,197","387,453 763,453 387,506 763,506","932,141 1159,141 932,197 1159,197",TRUE,"גורי, חיים ר ם השבת .ד הסוף""... [כר <לוכריב,דה וכב:רגי | למרהב,7 02,1.3.10. 7 ","גורי,חיים האם חשבת עד הסוףל... [פה אומרים, התום:הגי] למרהב,1.8.1957,עמ. ₪ ",". [כר <לוכריב,דה וכב:רגי | למרהב,7 02,1.3.10. 7 "," [פה אומרים, התום:הגי] למרהב,1.8.1957,עמ. ₪ ",,https://drive.google.com/file/d/1aWzis74thIxfq1SxhsjELjOGi3rlZrKw,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0002094,"\CD00085 גורי, חיים - גורי, חיים\0162.tif",1PFZOEUCkO6NCY1LpyHRfUvV0SnpL_3G0,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0162.tif,גורי חייס,-------,"למרהב, 60.!.!, משטא, ע' 5","גורי חייס
-------
","918,83 1151,83 918,144 1151,144","918,83 1151,83 918,144 1151,144","543,647 1103,647 543,832 1103,832","918,83 1151,83 918,144 1151,144",TRUE,"גורי, חייס 0 חתום: ח.ג-) למרהב, 60.!.!, משטא, ע' 5 ","גורי, חיים 0 ( חתום: ח.ג-] למרחב, 1.1.60, משא, ע"" 5 ",".!.!, משטא, ע' 5 ","1.1.60, משא, ע"" 5 ",,https://drive.google.com/file/d/1PFZOEUCkO6NCY1LpyHRfUvV0SnpL_3G0,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0002095,"\CD00085 גורי, חיים - גורי, חיים\0165.tif",1t4LGJSEHxrxtL7rx7ucfz3GoZLcI3D1X,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0165.tif,גורי חיררת,' 5,"למר-רהוה-(משא לספרוה,טמנוה ובקווה, |2.7.ט1","4

ו|מדור:

לת

טומריבץ,
","934,89 1243,89 934,194 1243,194","934,89 1243,89 934,194 1243,194","95,559 1222,559 95,829 1222,829","306,236 1074,236 306,411 1074,411",TRUE,גורי - יר רת ,"גורי. חיים אם . . .0 [מדור: מה אומרים?, חתום: מגי] למרהב,משא לספרות,אטמנות ובקורת,19.2.71,עמ'*2 ",,", חתום: מגי] למרהב,משא לספרות,אטמנות ובקורת,19.2.71,עמ'*2 ",,https://drive.google.com/file/d/1t4LGJSEHxrxtL7rx7ucfz3GoZLcI3D1X,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0002096,"\CD00085 גורי, חיים - גורי, חיים\0158.tif",16H8y1lf5veEggO37BloCdpPs1yCBkZnz,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0158.tif,"גורי,חיים",,":הגי]התה ושם:החומרים,","לסרחב,1.1.1957,עה.
","910,144 1136,144 910,201 1136,201",,"340,463 709,463 340,516 709,516","847,662 1269,662 847,718 1269,718",TRUE,"גורי, היים 1077 [כ ור:כר מומרים,-ה ום:הגי | לסרחב,1.1.1957,עכ. 2 ","גוריו,תיים 17 | מדור:מה אומרים,חת ום:חברי] למרחב,1.1.1957,עמ. 3 ","רים,-ה ום:הגי | לסרחב,1.1.1957,עכ. 2 ","ים,חת ום:חברי] למרחב,1.1.1957,עמ. 3 ",,https://drive.google.com/file/d/16H8y1lf5veEggO37BloCdpPs1yCBkZnz,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0002097,"\CD00085 גורי, חיים - גורי, חיים\0164.tif",1Rl6LoBamDANIopfFuahKbBZ6E39-_YO2,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0164.tif,ייב,גוריבחייבם,"[כר אוכריםב,התום:הגי |","לכרחב,1997.ו.2,79כ. 2
","934,130 1173,130 934,201 1173,201","934,130 1173,130 934,201 1173,201","409,458 897,458 409,532 897,532","751,661 1262,661 751,731 1262,731",TRUE,"גוריבחייבם כ פכלפ""ה [כר אוכריםב,התום:הגי | לכרחב,1997.ו.2,79כ. 2 ","ב ורי א/מ פלמ""ח [ מה אומרים,הת ום:חגי] למרחב,05.1.1957,עמ. 2 ","ם:הגי | לכרחב,1997.ו.2,79כ. 2 ","גי] למרחב,05.1.1957,עמ. 2 ",,https://drive.google.com/file/d/1Rl6LoBamDANIopfFuahKbBZ6E39-_YO2,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0002098,"\CD00085 גורי, חיים - גורי, חיים\0187.tif",1Xusk-X5bZ2NrUPyUPJ52CQyYXF6CzC0_,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0187.tif,גורי. חיים,,"הככו.25,12.19695","גורי. חיים
","876,27 1122,27 876,83 1122,83",,"463,508 827,508 463,706 827,706","876,27 1122,27 876,83 1122,83",TRUE,"גורי. חיים אוירוו והס רת ום | ר7גיי בר. יג מבה הככו,25,12.1069 ","גורי, חיים א פה חת רם: הבל ובר. יג סבת הטשמו,55,18.1985 פמק "," רת ום | ר7גיי בר. יג מבה הככו,25,12.1069 ",": הבל ובר. יג סבת הטשמו,55,18.1985 פמק ",,https://drive.google.com/file/d/1Xusk-X5bZ2NrUPyUPJ52CQyYXF6CzC0_,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0002099,"\CD00085 גורי, חיים - גורי, חיים\0171.tif",1iy0h1po9V84edXf4eK7MFNHWARC8Sc5K,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0171.tif,"הורי,חיים",,"ראפ זר היר רכרהי ?ל[כר אומרים,רדתום: חגין","לכרהב,2,71.3.1997נ. כ
","864,124 1112,124 864,204 1112,204",,"294,366 808,366 294,510 808,510","677,630 1194,630 677,710 1194,710",TRUE,"הורי,חיים ראפ זר היר רכרהי ?ל [כר אומרים,רתום: חגין לכרהב,2,71.3.1997נ. כ ","גורי,חיים האם זה היה הכרחי ? [מה אומרים,חתום: הגי] למרחב,91.5.1957,עם. 8 ","כר אומרים,רתום: חגין לכרהב,2,71.3.1997נ. כ ","ה אומרים,חתום: הגי] למרחב,91.5.1957,עם. 8 ",,https://drive.google.com/file/d/1iy0h1po9V84edXf4eK7MFNHWARC8Sc5K,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0002100,"\CD00085 גורי, חיים - גורי, חיים\0185.tif",1xteuGA4vsmjmNxQP4U3UcgcfDG2og5ow,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0185.tif,%\פן | 51,,"20/ , :9[ ₪","/
[תתו' + ]
","752,272 1100,272 752,444 1100,444",,"485,21 1281,21 485,148 1281,148","244,456 590,456 244,614 590,614",TRUE,([0/ (2/1) א 2 [תתו' כ ן 080 | ,ב | ן 291 0 %\פן | 1 - תת | ' יו - 5% ו ,כ ן 080 | ,- תת | ' יו - 5% ו ,,https://drive.google.com/file/d/1xteuGA4vsmjmNxQP4U3UcgcfDG2og5ow,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1
IDGNAZIM0002101,"\CD00085 גורי, חיים - גורי, חיים\0186.tif",19F7OMD5E4xQiG6xQB24h--buRwSb5ksK,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0186.tif,,,גביכורי.רק בלויליסםלת נהן יןיבוג \,"לל

זיאקרי
המק

פר,די אייר הק""כ, ו

",,,"254,169 1048,169 254,531 1048,531","200,562 1247,562 200,848 1247,848",FALSE,"טנהנו גיבוריה רק בלילים"" 9%- ב .. - + .- מ - / ,. - / 4 4 - ,+ ט , . - לל המטפר,ד"" אייר הק""3, 0.5.6ה,למ'0|-לן ","< גורי,הילם "" אנהנו גיבוריט רק במילים"" חיים גורי מטלוחח עם נתן יונהן (המשך יבוא) על המשמר,ד"" אייר תש""מ,20.4.80,עמ17-147 ",,,,https://drive.google.com/file/d/19F7OMD5E4xQiG6xQB24h--buRwSb5ksK,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1
IDGNAZIM0002102,"\CD00085 גורי, חיים - גורי, חיים\0157.tif",1KzaQG7hTojcrjtiJSsS5xOLiQcqT4klL,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0157.tif,"גורי, חיים",,"דבר, י""ח באייר תשמ""א, 22 במאי ו198, עמ* 16","גורי, חיים
","964,9 1255,9 964,105 1255,105",,"343,529 1247,529 343,807 1247,807","964,9 1255,9 964,105 1255,105",TRUE,"גורי, חיים 1941 - 1 חתוכ: תגור דבר, י""ח באייר תשמ""א, 22 במאי ו198, עמ* 16 ","גורי, חלים 1941 - 1 חתום: תגור דבר, י""ח באי""ר תשמ""א, 22 במאי 1981, עמ"" 16 ","תוכ: תגור דבר, י""ח באייר תשמ""א, 22 במאי ו198, עמ* 16 ","תום: תגור דבר, י""ח באי""ר תשמ""א, 22 במאי 1981, עמ"" 16 ",,https://drive.google.com/file/d/1KzaQG7hTojcrjtiJSsS5xOLiQcqT4klL,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0002103,"\CD00085 גורי, חיים - גורי, חיים\0169.tif",1_VfVKIxrXrlReTN_xLr2RUb12sNhGaMd,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0169.tif,דבר.,יז,"דבר.יזסלכת תלמת 97.1,108₪מ7",,"194,0 1069,0 194,758 1069,758","194,0 1069,0 194,758 1069,758","194,0 1069,0 194,758 1069,758",,TRUE,"דבר. יז סלכת תלמת 97.1,108₪מ 7 ","ורי.חיים האם לא? (חתום: ח-גור) דבר, יז טבת תשמח 7.1.1988עמ 7 ","ז סלכת תלמת 97.1,108₪מ 7 ","ים האם לא? (חתום: ח-גור) דבר, יז טבת תשמח 7.1.1988עמ 7 ",,https://drive.google.com/file/d/1_VfVKIxrXrlReTN_xLr2RUb12sNhGaMd,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0002104,"\CD00085 גורי, חיים - גורי, חיים\0180.tif",1q65CWzCF2M1xV8bC69DXQu3HALuANF9L,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0180.tif,אלירו,הזכניט,אלירוהזכניטהיוסבים,,"179,201 919,201 179,263 919,263","179,201 919,201 179,263 919,263","179,201 919,201 179,263 919,263",,TRUE,גורי. הריס אלירו הזכניט היוסביפם פ ה ₪ ,"גור"",חיים אמדרו הזקנים היושבים פתה השער מאזניים,גל3.2.כרךן סב,.סיון תמוז תשמח.מאי. יוני1988 עמ8 -- ",אלירו הזכניט היוסביפם פ ה ₪ ,"מדרו הזקנים היושבים פתה השער מאזניים,גל3.2.כרךן סב,.סיון תמוז תשמח.מאי. יוני1988 עמ8 -- ",,https://drive.google.com/file/d/1q65CWzCF2M1xV8bC69DXQu3HALuANF9L,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0002105,"\CD00085 גורי, חיים - גורי, חיים\0160.tif",1wwfxc_xZq9LMA2zKP5nLpOcI6Y6rxFcM,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0160.tif,"גורי,היים",,"וספרות,25.4.58","הארץ,תרבות
","945,46 1215,46 945,97 1215,97",,"622,599 949,599 622,649 949,649","970,600 1205,600 970,647 1205,647",TRUE,"גורי, היים 3 - 1958 [שיר] הארץ,תרבוה וספרות,25.4.58 פסיץ ","גדרי, חי""ם 5 - 1958 [שיר] הארץ,תרבות וספרות,25.4.58 עמ'ץ ","[שיר] הארץ,תרבוה וספרות,25.4.58 פסיץ ","[שיר] הארץ,תרבות וספרות,25.4.58 עמ'ץ ",,https://drive.google.com/file/d/1wwfxc_xZq9LMA2zKP5nLpOcI6Y6rxFcM,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0002106,"\CD00085 גורי, חיים - גורי, חיים\0175.tif",1_4YzjJG6gT7mj1aEmxA_nyTMeF7H8Re-,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0175.tif,צראיד,בהלר,צראידבהלרהייב1:ונר,,"104,63 1251,63 104,864 1251,864","104,63 1251,63 104,864 1251,864","104,63 1251,63 104,864 1251,864",,TRUE,צי 1: ונר ,"גורי, חיים האם עלינו, דור האבות, להכות ""על חטט"" על ריחוקם של בנינו מהמסורת היהודית ל [סימפוזיון - השלחן המרובע] מעריב, 28.9.71,עמ'* 11 ", ,"ם האם עלינו, דור האבות, להכות ""על חטט"" על ריחוקם של בנינו מהמסורת היהודית ל [סימפוזיון - השלחן המרובע] מעריב, 28.9.71,עמ'* 11 ",,https://drive.google.com/file/d/1_4YzjJG6gT7mj1aEmxA_nyTMeF7H8Re-,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0
IDGNAZIM0002107,"\CD00085 גורי, חיים - גורי, חיים\0176.tif",13r9sX_1yK2TbG6nHmlVvdM2tNv8FBCMr,"\CD00085 גורי, חיים - גורי, חיים"," גורי, חיים",,,1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,0176.tif,ינבו,,ינבו,,"127,586 1174,586 127,726 1174,726",,"127,586 1174,586 127,726 1174,726",,TRUE,#NAME?,"גורי, חיים חמו [שיר] דבר הפועלת,טנה ל""ט, חוב' 1,טבט תשל""ב, (ינו75) צֶמ* 29 ",בו ,", חיים חמו [שיר] דבר הפועלת,טנה ל""ט, חוב' 1,טבט תשל""ב, (ינו75) צֶמ* 29 ",,https://drive.google.com/file/d/13r9sX_1yK2TbG6nHmlVvdM2tNv8FBCMr,https://drive.google.com/drive/folders/1c6Bz4okJqtRXoTqvR4BXBxN3h1o71KDT,1
